Country,StockCode,Quantity,UnitPrice,Total Amount
Australia,22272,48,2.55,122.4
Australia,22273,198,10.6,507.3
Australia,22274,144,5.1,367.20000000000005
Australia,22308,50,2.1,105.0
Australia,22310,36,4.949999999999999,59.400000000000006
Australia,22325,6,9.9,29.7
Australia,22326,384,10.2,979.2
Australia,22327,48,2.55,122.4
Australia,22329,144,1.45,208.8
Australia,22331,256,6.0,374.4
Australia,22332,96,1.45,139.2
Australia,22333,320,6.199999999999999,470.4
Australia,22338,120,0.8400000000000001,33.839999999999996
Australia,22340,24,0.39,9.36
Australia,22348,144,0.72,103.68
Australia,22354,60,3.39,203.4
Australia,22356,10,0.85,8.5
Australia,22360,96,2.55,244.8
Australia,22363,24,2.55,61.2
Australia,22364,24,2.55,61.2
Australia,22378,80,1.7,68.0
Australia,22379,130,10.25,248.0
Australia,22380,20,4.2,42.0
Australia,22381,5,2.1,10.5
Australia,22382,450,12.399999999999999,662.5
Australia,22383,50,4.949999999999999,82.5
Australia,22384,160,6.3999999999999995,244.0
Australia,22385,32,2.08,41.6
Australia,22386,100,1.79,179.0
Australia,22400,84,0.39,32.76
Australia,22402,84,0.39,32.76
Australia,22403,84,0.39,32.76
Australia,22411,10,2.08,20.8
Australia,22413,6,2.95,17.700000000000003
Australia,22417,240,0.84,100.8
Australia,22418,48,0.85,40.8
Australia,22423,180,67.5,1978.1999999999998
Australia,22429,16,8.5,68.0
Australia,22449,12,6.300000000000001,37.800000000000004
Australia,22450,6,2.95,17.700000000000003
Australia,22451,48,2.95,141.60000000000002
Australia,22457,144,2.55,367.2
Australia,22466,312,7.199999999999999,521.9999999999999
Australia,22467,6,2.55,15.3
Australia,22478,60,2.5,75.0
Australia,22488,96,1.45,139.2
Australia,22492,2952,3.5,1630.8
Australia,22495,18,8.850000000000001,53.10000000000001
Australia,22496,12,5.9,35.400000000000006
Australia,22503,3,12.75,38.25
Australia,22505,80,22.65,345.6
Australia,22514,36,1.85,66.60000000000001
Australia,22515,36,1.85,66.60000000000001
Australia,22516,36,1.85,66.60000000000001
Australia,22517,36,1.85,66.60000000000001
Australia,22518,36,1.85,66.60000000000001
Australia,22519,36,1.85,66.60000000000001
Australia,22522,192,0.72,138.24
Australia,22523,96,0.85,81.6
Australia,22524,100,1.06,106.0
Australia,22525,100,1.06,106.0
Australia,22539,480,0.72,172.79999999999998
Australia,22540,240,0.36,86.39999999999999
Australia,22541,240,0.36,86.39999999999999
Australia,22543,240,0.36,86.39999999999999
Australia,22544,720,1.08,259.2
Australia,22545,241,0.78,86.82
Australia,22546,265,1.2,96.89999999999999
Australia,22549,228,3.95,287.4
Australia,22551,288,2.9,417.59999999999997
Australia,22554,96,1.45,139.2
Australia,22555,300,3.0999999999999996,437.40000000000003
Australia,22556,288,2.9,417.59999999999997
Australia,22557,204,4.55,298.2
Australia,22567,24,1.25,30.0
Australia,22576,32,1.7,27.2
Australia,22580,18,11.9,107.10000000000001
Australia,22583,30,2.55,76.5
Australia,22584,36,2.55,91.8
Australia,22600,32,1.7,27.2
Australia,22613,192,1.44,138.24
Australia,22615,432,0.25,108.0
Australia,22617,186,37.5,803.1
Australia,22619,496,21.060000000000002,1416.0
Australia,22620,700,6.27,826.2
Australia,22621,48,1.45,69.6
Australia,22628,120,4.25,510.0
Australia,22629,960,9.899999999999999,1584.0
Australia,22630,1024,9.899999999999999,1689.6
Australia,22631,576,8.25,950.4
Australia,22634,48,17.0,408.0
Australia,22635,40,17.0,340.0
Australia,22636,48,15.3,367.2
Australia,22651,288,0.72,207.36
Australia,22652,200,1.45,290.0
Australia,22653,100,1.95,195.0
Australia,22654,160,9.9,792.0
Australia,22659,192,3.3,316.79999999999995
Australia,22662,530,7.449999999999999,774.5
Australia,22666,168,5.1,428.4
Australia,22667,24,2.55,61.2
Australia,22668,40,2.95,118.0
Australia,22669,53,11.8,156.35000000000002
Australia,22687,20,6.75,135.0
Australia,22690,6,16.2,48.9
Australia,22692,34,29.4,234.3
Australia,22697,150,10.6,384.9
Australia,22698,204,18.65,525.0
Australia,22699,228,21.2,586.2
Australia,22704,400,0.34,136.0
Australia,22706,200,0.34,68.0
Australia,22708,200,0.34,68.0
Australia,22709,200,0.34,68.0
Australia,22710,200,0.34,68.0
Australia,22712,372,1.14,134.64
Australia,22714,144,0.36,51.84
Australia,22715,144,0.36,51.84
Australia,22716,156,0.78,56.88
Australia,22720,464,41.05,1983.2
Australia,22722,600,21.700000000000003,2082.0
Australia,22725,50,3.39,169.5
Australia,22726,78,22.14,274.5
Australia,22727,78,22.14,274.5
Australia,22728,58,10.89,199.5
Australia,22729,8,7.5,30.0
Australia,22730,62,14.64,214.5
Australia,22734,72,2.49,179.28000000000003
Australia,22735,120,1.45,174.0
Australia,22736,130,3.0999999999999996,190.5
Australia,22737,10,1.65,16.5
Australia,22738,120,1.45,174.0
Australia,22739,130,3.0999999999999996,190.5
Australia,22749,240,10.17,813.6
Australia,22750,192,6.78,650.88
Australia,22751,384,10.17,1301.76
Australia,22785,12,20.25,81.0
Australia,22786,18,23.8,107.10000000000001
Australia,22807,36,2.55,91.8
Australia,22812,48,1.95,93.6
Australia,22813,36,1.95,70.2
Australia,22818,96,0.78,36.0
Australia,22835,36,13.55,157.8
Australia,22838,48,29.9,717.6
Australia,22839,32,12.75,408.0
Australia,22840,48,13.9,333.6
Australia,22841,48,13.9,333.6
Australia,22842,60,11.9,357.0
Australia,22843,60,11.9,357.0
Australia,22846,16,14.95,239.2
Australia,22848,8,14.95,119.6
Australia,22849,8,14.95,119.6
Australia,22857,144,0.72,103.68
Australia,22858,48,1.65,79.19999999999999
Australia,22859,54,3.3,89.1
Australia,22860,48,1.65,79.19999999999999
Australia,22892,72,1.06,76.32000000000001
Australia,22907,192,1.44,138.24
Australia,22908,96,0.72,69.12
Australia,22909,288,0.72,207.36
Australia,22910,118,11.4,316.1
Australia,22911,40,2.55,102.0
Australia,22913,36,4.25,153.0
Australia,22914,36,4.25,153.0
Australia,22915,120,0.36,43.2
Australia,22916,120,0.55,66.0
Australia,22917,120,0.55,66.0
Australia,22918,120,0.55,66.0
Australia,22919,120,0.55,66.0
Australia,22920,120,0.55,66.0
Australia,22921,120,0.55,66.0
Australia,22925,36,4.95,178.20000000000002
Australia,22926,12,5.95,71.4
Australia,22928,36,4.95,178.20000000000002
Australia,22933,6,2.95,17.700000000000003
Australia,22934,48,2.55,122.4
Australia,22940,336,3.75,1260.0
Australia,22941,6,8.5,51.0
Australia,22946,60,12.75,765.0
Australia,22950,288,1.25,360.0
Australia,22952,240,0.42,100.8
Australia,22953,24,1.25,30.0
Australia,22957,12,5.9,35.400000000000006
Australia,22959,200,0.34,68.0
Australia,22960,276,23.5,1041.0
Australia,22961,120,2.7,154.8
Australia,22962,396,1.5699999999999998,286.68
Australia,22963,252,1.5699999999999998,182.99999999999997
Australia,22967,12,5.9,35.400000000000006
Australia,22968,72,17.0,612.0
Australia,22969,1080,6.45,1354.8
Australia,22970,72,2.1,151.20000000000002
Australia,22973,49,3.0999999999999996,71.25
Australia,22978,144,10.17,488.16
Australia,22979,144,2.5,180.0
Australia,22980,240,4.35,348.0
Australia,22981,144,1.25,180.0
Australia,22983,12,0.42,5.04
Australia,22989,200,2.75,550.0
Australia,22990,100,4.25,425.0
Australia,22991,288,3.3,475.2
Australia,22992,312,5.25,522.0
Australia,22993,300,4.43,320.28
Australia,23009,12,14.95,179.39999999999998
Australia,23012,12,3.45,41.400000000000006
Australia,23013,12,3.45,41.400000000000006
Australia,23014,12,3.45,41.400000000000006
Australia,23017,6,11.15,66.9
Australia,23019,6,7.45,44.7
Australia,23024,30,5.78,86.7
Australia,23032,6,1.65,9.9
Australia,23034,12,1.45,17.4
Australia,23040,3,5.75,17.25
Australia,23049,2,8.25,16.5
Australia,23051,2,8.25,16.5
Australia,23052,2,8.25,16.5
Australia,23053,2,8.25,16.5
Australia,23077,200,1.04,208.0
Australia,23079,2,8.95,17.9
Australia,23083,6,3.75,22.5
Australia,23084,1884,11.030000000000001,3375.84
Australia,23100,12,1.25,15.0
Australia,23101,12,0.83,9.96
Australia,23102,12,0.83,9.96
Australia,23108,113,29.53,613.37
Australia,23109,6,2.89,17.34
Australia,23113,36,4.15,149.4
Australia,23114,36,4.15,149.4
Australia,23119,144,0.53,76.32000000000001
Australia,23120,288,0.36,103.68
Australia,23121,288,0.36,103.68
Australia,23122,144,0.72,103.68
Australia,23129,4,4.15,16.6
Australia,23154,121,3.93,224.08
Australia,23155,12,0.83,9.96
Australia,23157,36,2.08,74.88
Australia,23158,36,4.16,74.88
Australia,23159,145,6.01,274.0
Australia,23165,241,4.55,349.65
Australia,23166,193,3.33,200.93
Australia,23167,145,2.3499999999999996,106.91
Australia,23170,156,4.55,228.6
Australia,23171,144,2.9,208.79999999999998
Australia,23172,144,2.9,208.79999999999998
Australia,23173,84,16.3,684.6
Australia,23174,77,15.8,290.75
Australia,23175,76,8.75,211.0
Australia,23176,360,3.9,702.0
Australia,23177,360,3.9,702.0
Australia,23187,48,0.29,13.919999999999998
Australia,23189,96,2.49,239.04
Australia,23190,145,3.0999999999999996,210.45000000000002
Australia,23192,193,4.55,280.05
Australia,23193,360,3.9,702.0
Australia,23194,360,4.2,766.8
Australia,23199,10,2.08,20.8
Australia,23200,10,2.08,20.8
Australia,23201,201,5.66,360.08000000000004
Australia,23202,120,5.95,220.60000000000002
Australia,23203,201,5.66,360.08000000000004
Australia,23206,321,9.299999999999999,469.65
Australia,23207,301,4.55,436.65
Australia,23208,110,3.0999999999999996,161.5
Australia,23209,311,6.199999999999999,453.15
Australia,23229,145,7.140000000000001,491.91
Australia,23230,400,0.68,136.0
Australia,23231,400,0.68,136.0
Australia,23232,201,0.76,68.42
Australia,23233,300,0.76,110.0
Australia,23234,432,2.49,537.84
Australia,23235,97,5.380000000000001,241.92999999999998
Australia,23236,223,16.54,567.6700000000001
Australia,23237,145,11.65,544.15
Australia,23238,102,7.9,384.9
Australia,23239,96,3.75,360.0
Australia,23240,295,15.8,1109.05
Australia,23241,289,5.78,534.8800000000001
Australia,23242,241,5.78,446.08000000000004
Australia,23243,249,14.05,1040.55
Australia,23244,145,5.25,239.54999999999995
Australia,23245,293,28.1,1232.75
Australia,23247,216,2.89,624.24
Australia,23249,12,1.65,19.8
Australia,23250,12,1.25,15.0
Australia,23252,8,3.75,30.0
Australia,23253,24,12.5,300.0
Australia,23254,145,7.9,544.15
Australia,23255,73,7.9,274.15
Australia,23256,73,7.9,274.15
Australia,23267,12,1.25,15.0
Australia,23268,12,1.45,17.4
Australia,23283,10,6.75,67.5
Australia,23284,16,22.65,115.2
Australia,23285,112,1.5699999999999998,82.72
Australia,23286,112,1.5699999999999998,82.72
Australia,23287,112,1.5699999999999998,82.72
Australia,23288,96,0.72,69.12
Australia,23291,97,2.3,102.05
Australia,23292,97,2.3,102.05
Australia,23293,426,3.21,311.34000000000003
Australia,23294,418,3.21,304.70000000000005
Australia,23295,426,3.21,311.34000000000003
Australia,23296,418,4.79,441.86
Australia,23297,266,4.75,390.9
Australia,23298,192,33.050000000000004,830.4000000000001
Australia,23299,50,3.39,169.5
Australia,23300,36,3.3,59.400000000000006
Australia,23301,60,4.949999999999999,99.0
Australia,23306,157,4.15,198.85
Australia,23307,241,0.97,101.35
Australia,23308,240,0.84,100.8
Australia,23309,120,0.42,50.4
Australia,23311,12,2.55,30.6
Australia,23312,100,3.75,375.0
Australia,23314,100,10.39,1039.0
Australia,23316,2,9.95,19.9
Australia,23318,6,2.49,14.94
Australia,23319,6,2.49,14.94
Australia,23324,12,2.08,24.96
Australia,23325,12,1.65,19.8
Australia,23326,288,1.1800000000000002,166.07999999999998
Australia,23327,96,1.26,60.48
Australia,23328,276,10.530000000000001,939.96
Australia,23340,240,1.45,348.0
Australia,23341,12,7.65,91.8
Australia,23342,14,16.15,108.8
Australia,23343,200,1.79,358.0
Australia,23344,20,4.16,41.6
Australia,23345,200,1.08,216.0
Australia,23346,200,1.08,216.0
Australia,23347,96,1.25,120.0
Australia,23349,60,1.25,75.0
Australia,23353,216,0.72,155.51999999999998
Australia,23355,12,4.95,59.400000000000006
Australia,23360,144,1.65,237.6
Australia,23370,128,1.06,135.68
Australia,23371,128,1.06,135.68
Australia,23372,128,1.06,135.68
Australia,23382,36,3.29,118.44
Australia,23388,108,7.9,408.2
Australia,23389,116,16.200000000000003,441.40000000000003
Australia,23390,104,7.9,391.6
Australia,23391,4,4.15,16.6
Australia,23392,102,3.87,184.32
Australia,23395,4,3.75,15.0
Australia,23433,24,0.83,19.92
Australia,23436,120,1.04,124.8
Australia,23445,200,0.72,144.0
Australia,23480,48,3.29,157.92000000000002
Australia,23497,48,1.25,60.0
Australia,23502,112,2.29,119.0
Australia,23505,100,1.04,104.0
Australia,23506,20,0.42,8.4
Australia,23507,250,0.36,90.0
Australia,23510,250,0.36,90.0
Australia,23512,144,1.79,257.76
Australia,23513,144,1.79,257.76
Australia,23515,144,1.79,257.76
Australia,23516,72,3.29,236.88
Australia,23518,96,2.49,239.04
Australia,23519,72,3.29,236.88
Australia,23523,48,3.29,157.92000000000002
Australia,23524,48,3.29,157.92000000000002
Australia,23525,48,3.29,157.92000000000002
Australia,23526,180,5.35,963.0
Australia,23527,48,3.29,157.92000000000002
Australia,23533,36,5.35,192.6
Australia,23534,180,5.35,963.0
Australia,23535,180,5.35,963.0
Australia,23536,180,5.35,963.0
Australia,23541,48,7.45,357.6
Australia,23542,6,7.45,44.7
Australia,23545,200,0.34,68.0
Australia,23550,200,0.34,68.0
Australia,23559,6,2.08,12.48
Australia,35004B,12,4.65,55.8
Australia,35004C,6,5.45,32.7
Australia,35004G,12,19.049999999999997,76.19999999999999
Australia,35637A,6,1.95,11.7
Australia,37370,108,1.25,135.0
Australia,47566,265,37.7,1150.25
Australia,47590A,112,25.650000000000002,530.4000000000001
Australia,47590B,121,36.550000000000004,579.45
Australia,48129,6,15.9,47.7
Australia,48138,38,44.4,266.7
Australia,48194,10,7.08,70.8
Australia,71459,36,1.7,30.599999999999998
Australia,79067,50,2.95,147.5
Australia,79191C,156,1.48,100.92
Australia,84029G,8,3.75,30.0
Australia,84218,60,1.69,101.4
Australia,84228,120,0.37,44.4
Australia,84378,48,1.25,60.0
Australia,84380,144,1.06,152.64
Australia,84509A,72,2.95,212.4
Australia,84510A,100,1.06,106.0
Australia,84519A,24,1.25,30.0
Australia,84519B,24,1.25,30.0
Australia,84663A,3,5.95,17.85
Australia,84944,60,1.65,99.0
Australia,84945,48,1.7,40.8
Australia,84970L,60,3.15,67.8
Australia,84970S,48,1.7,40.8
Australia,84978,132,8.56,158.16
Australia,84988,24,2.9,34.8
Australia,84992,120,0.42,50.4
Australia,84997B,154,15.4,579.1
Australia,84997C,78,7.5,292.5
Australia,84997D,72,3.75,270.0
Australia,85014A,18,29.75,107.10000000000001
Australia,85014B,24,23.8,142.8
Australia,85071A,96,0.38,36.48
Australia,85071B,96,0.38,36.48
Australia,85071C,96,0.38,36.48
Australia,85099B,211,7.61,379.58000000000004
Australia,85099C,10,1.95,19.5
Australia,85114B,6,1.65,9.9
Australia,85114C,6,1.65,9.9
Australia,85123A,6,2.95,17.700000000000003
Australia,85132A,24,1.95,46.8
Australia,85152,12,2.1,25.200000000000003
Australia,85183B,24,1.25,30.0
Australia,POST,1,350.0,350.0
Austria,15056BL,36,11.9,214.20000000000002
Austria,15056N,36,11.9,214.20000000000002
Austria,15056P,24,11.9,142.8
Austria,15060B,4,3.75,15.0
Austria,17003,36,0.21,7.56
Austria,20674,8,1.25,10.0
Austria,20675,8,1.25,10.0
Austria,20676,24,3.75,30.0
Austria,20677,16,2.5,20.0
Austria,20679,36,11.9,214.20000000000002
Austria,20682,6,3.25,19.5
Austria,20686,6,3.25,19.5
Austria,20704,2,6.95,13.9
Austria,20712,20,1.95,39.0
Austria,20713,20,4.03,40.3
Austria,20717,10,1.25,12.5
Austria,20718,30,3.75,37.5
Austria,20719,20,0.85,17.0
Austria,20724,30,0.85,25.5
Austria,20726,20,1.65,33.0
Austria,20728,20,1.65,33.0
Austria,20749,4,7.95,31.8
Austria,20750,2,7.95,15.9
Austria,20974,24,0.65,15.6
Austria,20975,48,0.65,31.200000000000003
Austria,20978,16,1.25,20.0
Austria,21015,24,0.29,6.959999999999999
Austria,21080,12,0.85,10.2
Austria,21086,12,0.65,7.800000000000001
Austria,21094,12,0.85,10.2
Austria,21106,12,2.95,35.400000000000006
Austria,21108,18,0.79,14.22
Austria,21115,4,6.75,27.0
Austria,21121,24,1.25,30.0
Austria,21137,8,3.75,30.0
Austria,21155,6,2.55,15.3
Austria,21156,8,1.95,15.6
Austria,21172,24,2.9,34.8
Austria,21175,24,5.1,61.2
Austria,21207,12,1.65,19.8
Austria,21212,24,0.55,13.2
Austria,21232,12,1.25,15.0
Austria,21238,8,0.85,6.8
Austria,21239,8,0.85,6.8
Austria,21240,16,1.7,13.6
Austria,21242,16,3.38,27.04
Austria,21244,16,3.38,27.04
Austria,21245,16,3.38,27.04
Austria,21402,24,0.12,2.88
Austria,21403,24,0.12,2.88
Austria,21428,4,4.25,17.0
Austria,21481,6,2.95,17.700000000000003
Austria,21485,3,4.95,14.85
Austria,21498,25,0.42,10.5
Austria,21499,25,0.42,10.5
Austria,21500,25,0.42,10.5
Austria,21558,12,5.1,30.6
Austria,21559,18,7.6499999999999995,45.900000000000006
Austria,21561,18,5.1,45.900000000000006
Austria,21576,6,2.25,13.5
Austria,21577,6,2.25,13.5
Austria,21578,12,4.5,27.0
Austria,21579,6,2.25,13.5
Austria,21668,12,1.25,15.0
Austria,21669,12,1.25,15.0
Austria,21670,12,1.25,15.0
Austria,21671,12,1.25,15.0
Austria,21675,12,0.85,10.2
Austria,21676,12,0.85,10.2
Austria,21704,12,0.85,10.2
Austria,21723,12,0.85,10.2
Austria,21770,2,4.95,9.9
Austria,21788,48,1.7,40.8
Austria,21789,48,1.7,40.8
Austria,21875,24,1.25,30.0
Austria,21918,288,0.36,103.68
Austria,21929,10,2.08,20.8
Austria,21931,20,1.95,39.0
Austria,21977,48,1.1,26.4
Austria,21987,12,0.65,7.800000000000001
Austria,21988,12,0.85,10.2
Austria,21989,12,0.85,10.2
Austria,22027,12,0.42,5.04
Austria,22028,12,0.42,5.04
Austria,22029,36,1.26,15.120000000000001
Austria,22041,6,2.55,15.3
Austria,22050,25,0.42,10.5
Austria,22051,25,0.42,10.5
Austria,22059,36,1.88,27.24
Austria,22063,6,2.95,17.700000000000003
Austria,22077,24,3.3,39.6
Austria,22079,10,1.65,16.5
Austria,22112,3,4.95,14.85
Austria,22113,8,8.0,32.0
Austria,22114,4,4.25,17.0
Austria,22128,48,1.25,60.0
Austria,22138,6,9.9,29.7
Austria,22139,45,19.1,205.95000000000002
Austria,22141,6,2.1,12.6
Austria,22142,12,1.45,17.4
Austria,22144,12,4.2,25.2
Austria,22154,48,0.42,20.16
Austria,22273,6,2.95,17.700000000000003
Austria,22274,6,2.95,17.700000000000003
Austria,22279,12,1.25,15.0
Austria,22312,6,2.95,17.700000000000003
Austria,22313,6,2.95,17.700000000000003
Austria,22320,3,5.95,17.85
Austria,22321,12,0.85,10.2
Austria,22325,3,4.95,14.85
Austria,22326,36,11.8,106.20000000000002
Austria,22328,24,11.8,70.80000000000001
Austria,22337,24,0.65,15.6
Austria,22348,48,1.7,40.8
Austria,22352,18,7.6499999999999995,45.900000000000006
Austria,22356,10,0.85,8.5
Austria,22357,12,3.75,45.0
Austria,22367,8,1.95,15.6
Austria,22385,10,2.08,20.8
Austria,22408,12,1.25,15.0
Austria,22413,6,2.95,17.700000000000003
Austria,22423,4,25.5,51.0
Austria,22431,6,1.95,11.7
Austria,22433,6,1.95,11.7
Austria,22438,10,1.95,19.5
Austria,22441,8,2.1,16.8
Austria,22442,4,7.95,31.8
Austria,22445,6,2.95,17.700000000000003
Austria,22452,6,2.95,17.700000000000003
Austria,22453,6,2.95,17.700000000000003
Austria,22467,6,2.55,15.3
Austria,22483,6,2.95,17.700000000000003
Austria,22492,36,0.65,23.4
Austria,22507,4,4.95,19.8
Austria,22539,24,0.42,10.08
Austria,22544,24,0.42,10.08
Austria,22546,240,0.36,86.39999999999999
Austria,22551,24,3.3,39.6
Austria,22553,12,1.65,19.8
Austria,22554,36,4.949999999999999,59.400000000000006
Austria,22555,24,3.3,39.6
Austria,22556,48,4.949999999999999,79.2
Austria,22557,36,4.949999999999999,59.400000000000006
Austria,22571,12,0.85,10.2
Austria,22572,12,0.85,10.2
Austria,22575,8,1.95,15.6
Austria,22580,3,5.95,17.85
Austria,22581,12,0.85,10.2
Austria,22582,144,2.1,302.40000000000003
Austria,22583,6,2.55,15.3
Austria,22584,144,2.1,302.40000000000003
Austria,22601,12,0.85,10.2
Austria,22602,12,0.85,10.2
Austria,22617,3,4.95,14.85
Austria,22621,12,1.65,19.8
Austria,22626,2,8.5,17.0
Austria,22629,24,3.9,46.8
Austria,22630,36,5.85,70.19999999999999
Austria,22644,12,1.45,17.4
Austria,22646,36,0.39,14.04
Austria,22665,6,2.95,17.700000000000003
Austria,22666,6,2.95,17.700000000000003
Austria,22693,24,1.25,30.0
Austria,22697,6,2.95,17.700000000000003
Austria,22699,6,2.95,17.700000000000003
Austria,22712,12,0.42,5.04
Austria,22717,12,0.42,5.04
Austria,22732,18,1.25,22.5
Austria,22733,18,1.25,22.5
Austria,22734,18,2.89,52.02
