Country,StockCode,Quantity,UnitPrice,Total Amount
0,739,32,2.1,67.2
0,740,32,2.1,67.2
0,752,1344,13.85,1987.2
0,762,4,3.75,15.0
0,775,110,17.7,468.9
0,788,240,4.62,258.96
0,824,73,40.8,727.35
0,843,24,1.25,30.0
0,844,144,1.06,152.64
0,845,60,0.85,51.0
0,847,72,0.65,46.8
0,852,144,3.39,488.16
0,855,432,3.96,570.24
0,856,144,1.06,152.64
0,862,576,0.53,305.28000000000003
0,863,576,0.53,305.28000000000003
0,865,576,0.53,305.28000000000003
0,868,12,0.79,9.48
0,869,4,6.75,27.0
0,876,720,3.18,763.2
0,877,1704,7.800000000000001,1810.8000000000002
0,879,145,0.84,60.9
0,880,289,0.84,121.38
0,881,2,7.95,15.9
0,886,201,5.66,360.08000000000004
0,888,10,2.08,20.8
0,889,15,4.6,31.25
0,890,116,7.9,197.9
0,892,10,1.65,16.5
0,893,66,14.350000000000001,174.7
0,894,10,5.9,29.5
0,907,145,2.7,181.45
0,909,264,0.97,114.0
0,910,240,0.84,100.8
0,912,432,0.25,108.0
0,915,432,0.25,108.0
0,918,120,0.65,78.0
0,919,96,0.64,61.44
0,920,96,0.72,69.12
0,921,84,2.5,105.0
0,923,12,1.25,15.0
0,924,72,2.5,90.0
0,927,156,0.78,56.88
0,928,144,0.36,51.84
0,930,156,0.78,56.88
0,931,144,0.72,51.84
0,932,300,1.5,108.72000000000001
0,938,72,0.36,25.92
0,939,12,0.42,5.04
0,947,425,1.1,146.5
0,948,200,0.34,68.0
0,952,200,0.34,68.0
0,969,36,3.39,122.04
0,976,144,1.45,208.8
0,977,120,1.85,222.0
0,978,120,1.45,174.0
0,979,120,1.45,174.0
0,982,126,8.05,323.7
0,984,40,2.55,102.0
0,985,38,8.850000000000001,112.10000000000001
0,986,48,11.8,141.60000000000002
0,988,24,2.95,70.80000000000001
0,989,220,19.45,585.0
0,992,108,1.4500000000000002,66.24
0,1008,144,3.39,488.16
0,1018,3,6.95,20.85
0,1025,24,1.25,30.0
0,1028,72,1.65,118.8
0,1029,96,0.72,69.12
0,1035,112,33.25,487.2
0,1036,267,21.95,1136.85
0,1042,201,3.95,251.45
0,1043,64,5.55,112.8
0,1045,201,5.25,331.95
0,1067,18,5.9,53.10000000000001
0,1068,12,2.95,35.400000000000006
0,1082,18,24.65,142.8
0,1083,18,24.65,142.8
0,1084,22,33.15,176.8
0,1085,2,8.5,17.0
0,1086,128,6.3999999999999995,195.2
0,1087,208,2.42,156.0
0,1107,12,0.85,10.2
0,1110,72,4.25,306.0
0,1118,8,1.65,13.2
0,1124,12,1.95,23.4
0,1125,12,0.85,10.2
0,1141,48,2.55,40.8
0,1150,144,5.1,367.20000000000005
0,1151,48,2.55,122.4
0,1152,198,10.6,507.3
0,1153,144,5.1,367.20000000000005
0,1185,50,2.1,105.0
0,1187,36,4.949999999999999,59.400000000000006
0,1202,6,9.9,29.7
0,1203,384,10.2,979.2
0,1204,48,2.55,122.4
0,1206,144,1.45,208.8
0,1207,256,6.0,374.4
0,1208,96,1.45,139.2
0,1209,320,6.199999999999999,470.4
0,1214,120,0.8400000000000001,33.839999999999996
0,1216,24,0.39,9.36
0,1223,144,0.72,103.68
0,1229,60,3.39,203.4
0,1231,10,0.85,8.5
0,1235,96,2.55,244.8
0,1238,24,2.55,61.2
0,1239,24,2.55,61.2
0,1249,80,1.7,68.0
0,1250,130,10.25,248.0
0,1251,20,4.2,42.0
0,1252,5,2.1,10.5
0,1253,450,12.399999999999999,662.5
0,1254,50,4.949999999999999,82.5
0,1255,160,6.3999999999999995,244.0
0,1256,32,2.08,41.6
0,1257,100,1.79,179.0
0,1267,84,0.39,32.76
0,1268,84,0.39,32.76
0,1269,84,0.39,32.76
0,1276,10,2.08,20.8
0,1278,6,2.95,17.700000000000003
0,1282,240,0.84,100.8
0,1283,48,0.85,40.8
0,1288,180,67.5,1978.1999999999998
0,1294,16,8.5,68.0
0,1314,12,6.300000000000001,37.800000000000004
0,1315,6,2.95,17.700000000000003
0,1316,48,2.95,141.60000000000002
0,1321,144,2.55,367.2
0,1328,312,7.199999999999999,521.9999999999999
0,1329,6,2.55,15.3
0,1340,60,2.5,75.0
0,1349,96,1.45,139.2
0,1352,2952,3.5,1630.8
0,1355,18,8.850000000000001,53.10000000000001
0,1356,12,5.9,35.400000000000006
0,1363,3,12.75,38.25
0,1365,80,22.65,345.6
0,1373,36,1.85,66.60000000000001
0,1374,36,1.85,66.60000000000001
0,1375,36,1.85,66.60000000000001
0,1376,36,1.85,66.60000000000001
0,1377,36,1.85,66.60000000000001
0,1378,36,1.85,66.60000000000001
0,1381,192,0.72,138.24
0,1382,96,0.85,81.6
0,1383,100,1.06,106.0
0,1384,100,1.06,106.0
0,1396,480,0.72,172.79999999999998
0,1397,240,0.36,86.39999999999999
0,1398,240,0.36,86.39999999999999
0,1399,240,0.36,86.39999999999999
0,1400,720,1.08,259.2
0,1401,241,0.78,86.82
0,1402,265,1.2,96.89999999999999
0,1405,228,3.95,287.4
0,1407,288,2.9,417.59999999999997
0,1409,96,1.45,139.2
0,1410,300,3.0999999999999996,437.40000000000003
0,1411,288,2.9,417.59999999999997
0,1412,204,4.55,298.2
0,1422,24,1.25,30.0
0,1431,32,1.7,27.2
0,1435,18,11.9,107.10000000000001
0,1438,30,2.55,76.5
0,1439,36,2.55,91.8
0,1454,32,1.7,27.2
0,1466,192,1.44,138.24
0,1468,432,0.25,108.0
0,1470,186,37.5,803.1
0,1472,496,21.060000000000002,1416.0
0,1473,700,6.27,826.2
0,1474,48,1.45,69.6
0,1481,120,4.25,510.0
0,1482,960,9.899999999999999,1584.0
0,1483,1024,9.899999999999999,1689.6
0,1484,576,8.25,950.4
0,1487,48,17.0,408.0
0,1488,40,17.0,340.0
0,1489,48,15.3,367.2
0,1503,288,0.72,207.36
0,1504,200,1.45,290.0
0,1505,100,1.95,195.0
0,1506,160,9.9,792.0
0,1509,192,3.3,316.79999999999995
0,1512,530,7.449999999999999,774.5
0,1516,168,5.1,428.4
0,1517,24,2.55,61.2
0,1518,40,2.95,118.0
0,1519,53,11.8,156.35000000000002
0,1537,20,6.75,135.0
0,1540,6,16.2,48.9
0,1542,34,29.4,234.3
0,1547,150,10.6,384.9
0,1548,204,18.65,525.0
0,1549,228,21.2,586.2
0,1554,400,0.34,136.0
0,1556,200,0.34,68.0
0,1558,200,0.34,68.0
0,1559,200,0.34,68.0
0,1560,200,0.34,68.0
0,1562,372,1.14,134.64
0,1564,144,0.36,51.84
0,1565,144,0.36,51.84
0,1566,156,0.78,56.88
0,1570,464,41.05,1983.2
0,1572,600,21.700000000000003,2082.0
0,1574,50,3.39,169.5
0,1575,78,22.14,274.5
0,1576,78,22.14,274.5
0,1577,58,10.89,199.5
0,1578,8,7.5,30.0
0,1579,62,14.64,214.5
0,1583,72,2.49,179.28000000000003
0,1584,120,1.45,174.0
0,1585,130,3.0999999999999996,190.5
0,1586,10,1.65,16.5
0,1587,120,1.45,174.0
0,1588,130,3.0999999999999996,190.5
0,1598,240,10.17,813.6
0,1599,192,6.78,650.88
0,1600,384,10.17,1301.76
0,1634,12,20.25,81.0
0,1635,18,23.8,107.10000000000001
0,1653,36,2.55,91.8
0,1658,48,1.95,93.6
0,1659,36,1.95,70.2
0,1664,96,0.78,36.0
0,1681,36,13.55,157.8
0,1683,48,29.9,717.6
0,1684,32,12.75,408.0
0,1685,48,13.9,333.6
0,1686,48,13.9,333.6
0,1687,60,11.9,357.0
0,1688,60,11.9,357.0
0,1691,16,14.95,239.2
0,1693,8,14.95,119.6
0,1694,8,14.95,119.6
0,1701,144,0.72,103.68
0,1702,48,1.65,79.19999999999999
0,1703,54,3.3,89.1
0,1704,48,1.65,79.19999999999999
0,1735,72,1.06,76.32000000000001
0,1749,192,1.44,138.24
0,1750,96,0.72,69.12
0,1751,288,0.72,207.36
0,1752,118,11.4,316.1
0,1753,40,2.55,102.0
0,1755,36,4.25,153.0
0,1756,36,4.25,153.0
0,1757,120,0.36,43.2
0,1758,120,0.55,66.0
0,1759,120,0.55,66.0
0,1760,120,0.55,66.0
0,1761,120,0.55,66.0
0,1762,120,0.55,66.0
0,1763,120,0.55,66.0
0,1767,36,4.95,178.20000000000002
0,1768,12,5.95,71.4
0,1770,36,4.95,178.20000000000002
0,1775,6,2.95,17.700000000000003
0,1776,48,2.55,122.4
0,1782,336,3.75,1260.0
0,1783,6,8.5,51.0
0,1788,60,12.75,765.0
0,1792,288,1.25,360.0
0,1794,240,0.42,100.8
0,1795,24,1.25,30.0
0,1799,12,5.9,35.400000000000006
0,1800,200,0.34,68.0
0,1801,276,23.5,1041.0
0,1802,120,2.7,154.8
0,1803,396,1.5699999999999998,286.68
0,1804,252,1.5699999999999998,182.99999999999997
0,1808,12,5.9,35.400000000000006
0,1809,72,17.0,612.0
0,1810,1080,6.45,1354.8
0,1811,72,2.1,151.20000000000002
0,1814,49,3.0999999999999996,71.25
0,1819,144,10.17,488.16
0,1820,144,2.5,180.0
0,1821,240,4.35,348.0
0,1822,144,1.25,180.0
0,1824,12,0.42,5.04
0,1830,200,2.75,550.0
0,1831,100,4.25,425.0
0,1832,288,3.3,475.2
0,1833,312,5.25,522.0
0,1834,300,4.43,320.28
0,1849,12,14.95,179.39999999999998
0,1851,12,3.45,41.400000000000006
0,1852,12,3.45,41.400000000000006
0,1853,12,3.45,41.400000000000006
0,1856,6,11.15,66.9
0,1858,6,7.45,44.7
0,1863,30,5.78,86.7
0,1870,6,1.65,9.9
0,1872,12,1.45,17.4
0,1878,3,5.75,17.25
0,1887,2,8.25,16.5
0,1889,2,8.25,16.5
0,1890,2,8.25,16.5
0,1891,2,8.25,16.5
0,1912,200,1.04,208.0
0,1914,2,8.95,17.9
0,1918,6,3.75,22.5
0,1919,1884,11.030000000000001,3375.84
0,1932,12,1.25,15.0
0,1933,12,0.83,9.96
0,1934,12,0.83,9.96
0,1939,113,29.53,613.37
0,1940,6,2.89,17.34
0,1944,36,4.15,149.4
0,1945,36,4.15,149.4
0,1950,144,0.53,76.32000000000001
0,1951,288,0.36,103.68
0,1952,288,0.36,103.68
0,1953,144,0.72,103.68
0,1960,4,4.15,16.6
0,1985,121,3.93,224.08
0,1986,12,0.83,9.96
0,1988,36,2.08,74.88
0,1989,36,4.16,74.88
0,1990,145,6.01,274.0
0,1996,241,4.55,349.65
0,1997,193,3.33,200.93
0,1998,145,2.3499999999999996,106.91
0,2001,156,4.55,228.6
0,2002,144,2.9,208.79999999999998
0,2003,144,2.9,208.79999999999998
0,2004,84,16.3,684.6
0,2005,77,15.8,290.75
0,2006,76,8.75,211.0
0,2007,360,3.9,702.0
0,2008,360,3.9,702.0
0,2018,48,0.29,13.919999999999998
0,2020,96,2.49,239.04
0,2021,145,3.0999999999999996,210.45000000000002
0,2023,193,4.55,280.05
0,2024,360,3.9,702.0
0,2025,360,4.2,766.8
0,2029,10,2.08,20.8
0,2030,10,2.08,20.8
0,2031,201,5.66,360.08000000000004
0,2032,120,5.95,220.60000000000002
0,2033,201,5.66,360.08000000000004
0,2036,321,9.299999999999999,469.65
0,2037,301,4.55,436.65
0,2038,110,3.0999999999999996,161.5
0,2039,311,6.199999999999999,453.15
0,2059,145,7.140000000000001,491.91
0,2060,400,0.68,136.0
0,2061,400,0.68,136.0
0,2062,201,0.76,68.42
0,2063,300,0.76,110.0
0,2064,432,2.49,537.84
0,2065,97,5.380000000000001,241.92999999999998
0,2066,223,16.54,567.6700000000001
0,2067,145,11.65,544.15
0,2068,102,7.9,384.9
0,2069,96,3.75,360.0
0,2070,295,15.8,1109.05
0,2071,289,5.78,534.8800000000001
0,2072,241,5.78,446.08000000000004
0,2073,249,14.05,1040.55
0,2074,145,5.25,239.54999999999995
0,2075,293,28.1,1232.75
0,2076,216,2.89,624.24
0,2077,12,1.65,19.8
0,2078,12,1.25,15.0
0,2080,8,3.75,30.0
0,2081,24,12.5,300.0
0,2082,145,7.9,544.15
0,2083,73,7.9,274.15
0,2084,73,7.9,274.15
0,2089,12,1.25,15.0
0,2090,12,1.45,17.4
0,2101,10,6.75,67.5
0,2102,16,22.65,115.2
0,2103,112,1.5699999999999998,82.72
0,2104,112,1.5699999999999998,82.72
0,2105,112,1.5699999999999998,82.72
0,2106,96,0.72,69.12
0,2109,97,2.3,102.05
0,2110,97,2.3,102.05
0,2111,426,3.21,311.34000000000003
0,2112,418,3.21,304.70000000000005
0,2113,426,3.21,311.34000000000003
0,2114,418,4.79,441.86
0,2115,266,4.75,390.9
0,2116,192,33.050000000000004,830.4000000000001
0,2117,50,3.39,169.5
0,2118,36,3.3,59.400000000000006
0,2119,60,4.949999999999999,99.0
0,2124,157,4.15,198.85
0,2125,241,0.97,101.35
0,2126,240,0.84,100.8
0,2127,120,0.42,50.4
0,2129,12,2.55,30.6
0,2130,100,3.75,375.0
0,2132,100,10.39,1039.0
0,2134,2,9.95,19.9
0,2136,6,2.49,14.94
0,2137,6,2.49,14.94
0,2142,12,2.08,24.96
0,2143,12,1.65,19.8
0,2144,288,1.1800000000000002,166.07999999999998
0,2145,96,1.26,60.48
0,2146,276,10.530000000000001,939.96
0,2158,240,1.45,348.0
0,2159,12,7.65,91.8
0,2160,14,16.15,108.8
0,2161,200,1.79,358.0
0,2162,20,4.16,41.6
0,2163,200,1.08,216.0
0,2164,200,1.08,216.0
0,2165,96,1.25,120.0
0,2167,60,1.25,75.0
0,2171,216,0.72,155.51999999999998
0,2173,12,4.95,59.400000000000006
0,2178,144,1.65,237.6
0,2184,128,1.06,135.68
0,2185,128,1.06,135.68
0,2186,128,1.06,135.68
0,2196,36,3.29,118.44
0,2197,108,7.9,408.2
0,2198,116,16.200000000000003,441.40000000000003
0,2199,104,7.9,391.6
0,2200,4,4.15,16.6
0,2201,102,3.87,184.32
0,2204,4,3.75,15.0
0,2242,24,0.83,19.92
0,2245,120,1.04,124.8
0,2253,200,0.72,144.0
0,2287,48,3.29,157.92000000000002
0,2303,48,1.25,60.0
0,2308,112,2.29,119.0
0,2311,100,1.04,104.0
0,2312,20,0.42,8.4
0,2313,250,0.36,90.0
0,2316,250,0.36,90.0
0,2318,144,1.79,257.76
0,2319,144,1.79,257.76
0,2321,144,1.79,257.76
0,2322,72,3.29,236.88
0,2324,96,2.49,239.04
0,2325,72,3.29,236.88
0,2329,48,3.29,157.92000000000002
0,2330,48,3.29,157.92000000000002
0,2331,48,3.29,157.92000000000002
0,2332,180,5.35,963.0
0,2333,48,3.29,157.92000000000002
0,2339,36,5.35,192.6
0,2340,180,5.35,963.0
0,2341,180,5.35,963.0
0,2342,180,5.35,963.0
0,2347,48,7.45,357.6
0,2348,6,7.45,44.7
0,2351,200,0.34,68.0
0,2356,200,0.34,68.0
0,2365,6,2.08,12.48
0,2402,12,4.65,55.8
0,2403,6,5.45,32.7
0,2404,12,19.049999999999997,76.19999999999999
0,2429,6,1.95,11.7
0,2493,108,1.25,135.0
0,2593,265,37.7,1150.25
0,2605,112,25.650000000000002,530.4000000000001
0,2606,121,36.550000000000004,579.45
0,2617,6,15.9,47.7
0,2618,38,44.4,266.7
0,2624,10,7.08,70.8
0,2651,36,1.7,30.599999999999998
0,2728,50,2.95,147.5
0,2744,156,1.48,100.92
0,2795,8,3.75,30.0
0,2816,60,1.69,101.4
0,2819,120,0.37,44.4
0,2842,48,1.25,60.0
0,2843,144,1.06,152.64
0,2867,72,2.95,212.4
0,2872,100,1.06,106.0
0,2875,24,1.25,30.0
0,2876,24,1.25,30.0
0,2943,3,5.95,17.85
0,3095,60,1.65,99.0
0,3096,48,1.7,40.8
0,3115,60,3.15,67.8
0,3116,48,1.7,40.8
0,3121,132,8.56,158.16
0,3127,24,2.9,34.8
0,3131,120,0.42,50.4
0,3135,154,15.4,579.1
0,3136,78,7.5,292.5
0,3137,72,3.75,270.0
0,3140,18,29.75,107.10000000000001
0,3141,24,23.8,142.8
0,3204,96,0.38,36.48
0,3205,96,0.38,36.48
0,3206,96,0.38,36.48
0,3219,211,7.61,379.58000000000004
0,3220,10,1.95,19.5
0,3229,6,1.65,9.9
0,3230,6,1.65,9.9
0,3233,6,2.95,17.700000000000003
0,3249,24,1.95,46.8
0,3263,12,2.1,25.200000000000003
0,3292,24,1.25,30.0
0,3664,1,350.0,350.0
1,18,36,11.9,214.20000000000002
1,19,36,11.9,214.20000000000002
1,20,24,11.9,142.8
1,24,4,3.75,15.0
1,76,36,0.21,7.56
1,137,8,1.25,10.0
1,138,8,1.25,10.0
1,139,24,3.75,30.0
1,140,16,2.5,20.0
1,142,36,11.9,214.20000000000002
1,144,6,3.25,19.5
1,147,6,3.25,19.5
1,158,2,6.95,13.9
1,162,20,1.95,39.0
1,163,20,4.03,40.3
1,165,10,1.25,12.5
1,166,30,3.75,37.5
1,167,20,0.85,17.0
1,169,30,0.85,25.5
1,171,20,1.65,33.0
1,173,20,1.65,33.0
1,178,4,7.95,31.8
1,179,2,7.95,15.9
1,281,24,0.65,15.6
1,282,48,0.65,31.200000000000003
1,284,16,1.25,20.0
1,304,24,0.29,6.959999999999999
1,341,12,0.85,10.2
1,343,12,0.65,7.800000000000001
1,348,12,0.85,10.2
1,353,12,2.95,35.400000000000006
1,355,18,0.79,14.22
1,361,4,6.75,27.0
1,364,24,1.25,30.0
1,376,8,3.75,30.0
1,381,6,2.55,15.3
1,382,8,1.95,15.6
1,395,24,2.9,34.8
1,397,24,5.1,61.2
1,418,12,1.65,19.8
1,423,24,0.55,13.2
1,437,12,1.25,15.0
1,438,8,0.85,6.8
1,439,8,0.85,6.8
1,440,16,1.7,13.6
1,441,16,3.38,27.04
1,443,16,3.38,27.04
1,444,16,3.38,27.04
1,549,24,0.12,2.88
1,550,24,0.12,2.88
1,567,4,4.25,17.0
1,600,6,2.95,17.700000000000003
1,602,3,4.95,14.85
1,608,25,0.42,10.5
1,609,25,0.42,10.5
1,610,25,0.42,10.5
1,637,12,5.1,30.6
1,638,18,7.6499999999999995,45.900000000000006
1,639,18,5.1,45.900000000000006
1,643,6,2.25,13.5
1,644,6,2.25,13.5
1,645,12,4.5,27.0
1,646,6,2.25,13.5
1,701,12,1.25,15.0
1,702,12,1.25,15.0
1,703,12,1.25,15.0
1,704,12,1.25,15.0
1,707,12,0.85,10.2
1,708,12,0.85,10.2
1,729,12,0.85,10.2
1,747,12,0.85,10.2
1,775,2,4.95,9.9
1,785,48,1.7,40.8
1,786,48,1.7,40.8
1,842,24,1.25,30.0
1,880,288,0.36,103.68
1,886,10,2.08,20.8
1,888,20,1.95,39.0
1,910,48,1.1,26.4
1,918,12,0.65,7.800000000000001
1,919,12,0.85,10.2
1,920,12,0.85,10.2
1,930,12,0.42,5.04
1,931,12,0.42,5.04
1,932,36,1.26,15.120000000000001
1,943,6,2.55,15.3
1,952,25,0.42,10.5
1,953,25,0.42,10.5
1,958,36,1.88,27.24
1,962,6,2.95,17.700000000000003
1,976,24,3.3,39.6
1,978,10,1.65,16.5
1,1011,3,4.95,14.85
1,1012,8,8.0,32.0
1,1013,4,4.25,17.0
1,1025,48,1.25,60.0
1,1035,6,9.9,29.7
1,1036,45,19.1,205.95000000000002
1,1037,6,2.1,12.6
1,1038,12,1.45,17.4
1,1039,12,4.2,25.2
1,1049,48,0.42,20.16
1,1152,6,2.95,17.700000000000003
1,1153,6,2.95,17.700000000000003
1,1158,12,1.25,15.0
1,1189,6,2.95,17.700000000000003
1,1190,6,2.95,17.700000000000003
1,1197,3,5.95,17.85
1,1198,12,0.85,10.2
1,1202,3,4.95,14.85
1,1203,36,11.8,106.20000000000002
1,1205,24,11.8,70.80000000000001
1,1213,24,0.65,15.6
1,1223,48,1.7,40.8
1,1227,18,7.6499999999999995,45.900000000000006
1,1231,10,0.85,8.5
1,1232,12,3.75,45.0
1,1242,8,1.95,15.6
1,1256,10,2.08,20.8
1,1273,12,1.25,15.0
1,1278,6,2.95,17.700000000000003
1,1288,4,25.5,51.0
1,1296,6,1.95,11.7
1,1298,6,1.95,11.7
1,1303,10,1.95,19.5
1,1306,8,2.1,16.8
1,1307,4,7.95,31.8
1,1310,6,2.95,17.700000000000003
1,1317,6,2.95,17.700000000000003
1,1318,6,2.95,17.700000000000003
1,1329,6,2.55,15.3
1,1345,6,2.95,17.700000000000003
1,1352,36,0.65,23.4
1,1366,4,4.95,19.8
1,1396,24,0.42,10.08
1,1400,24,0.42,10.08
1,1402,240,0.36,86.39999999999999
1,1407,24,3.3,39.6
1,1408,12,1.65,19.8
1,1409,36,4.949999999999999,59.400000000000006
1,1410,24,3.3,39.6
1,1411,48,4.949999999999999,79.2
1,1412,36,4.949999999999999,59.400000000000006
1,1426,12,0.85,10.2
1,1427,12,0.85,10.2
1,1430,8,1.95,15.6
1,1435,3,5.95,17.85
1,1436,12,0.85,10.2
1,1437,144,2.1,302.40000000000003
1,1438,6,2.55,15.3
1,1439,144,2.1,302.40000000000003
1,1455,12,0.85,10.2
1,1456,12,0.85,10.2
1,1470,3,4.95,14.85
1,1474,12,1.65,19.8
1,1479,2,8.5,17.0
1,1482,24,3.9,46.8
1,1483,36,5.85,70.19999999999999
1,1497,12,1.45,17.4
1,1499,36,0.39,14.04
1,1515,6,2.95,17.700000000000003
1,1516,6,2.95,17.700000000000003
1,1543,24,1.25,30.0
1,1547,6,2.95,17.700000000000003
1,1549,6,2.95,17.700000000000003
1,1562,12,0.42,5.04
1,1567,12,0.42,5.04
1,1581,18,1.25,22.5
1,1582,18,1.25,22.5
1,1583,18,2.89,52.02
1,1584,10,1.65,16.5
1,1588,10,1.65,16.5
1,1591,6,2.95,17.700000000000003
1,1593,6,2.95,17.700000000000003
1,1601,2,8.5,17.0
1,1656,6,2.95,17.700000000000003
1,1658,12,1.95,23.4
1,1659,12,1.95,23.4
1,1660,24,0.84,10.08
1,1662,12,0.42,5.04
1,1664,24,0.84,10.08
1,1665,12,0.42,5.04
1,1689,2,8.5,17.0
1,1690,4,12.7,25.4
1,1691,7,48.849999999999994,110.64999999999999
1,1692,4,33.9,67.8
1,1694,4,14.95,59.8
1,1741,8,1.95,15.6
1,1751,12,0.85,10.2
1,1782,8,8.5,34.0
1,1797,6,2.1,12.6
1,1798,6,2.1,12.6
1,1801,18,8.0,70.5
1,1802,24,2.9,34.8
1,1803,12,0.85,10.2
1,1804,12,0.85,10.2
1,1805,6,2.1,12.6
1,1807,12,1.25,15.0
1,1832,12,1.95,23.4
1,1834,12,1.25,15.0
1,1847,6,14.95,89.69999999999999
1,1848,12,48.849999999999994,191.39999999999998
1,1850,6,14.95,89.69999999999999
1,1867,12,1.65,19.8
1,1868,12,1.65,19.8
1,1869,12,1.65,19.8
1,1870,12,1.65,19.8
1,1877,6,1.95,11.7
1,1888,2,8.25,16.5
1,1890,4,8.25,33.0
1,1891,2,8.25,16.5
1,1892,4,8.25,33.0
1,1911,24,1.25,30.0
1,1944,3,4.95,14.85
1,1947,3,4.95,14.85
1,1953,12,0.83,9.96
1,1959,4,4.95,19.8
1,1960,4,4.15,16.6
1,1969,12,1.45,17.4
1,1971,4,4.15,16.6
1,1973,2,10.4,20.8
1,1981,6,2.49,14.94
1,1983,4,3.75,15.0
1,1986,12,0.83,9.96
1,1990,12,2.08,24.96
1,2004,2,9.95,19.9
1,2027,12,1.45,17.4
1,2028,12,1.45,17.4
1,2029,10,2.08,20.8
1,2040,24,1.25,30.0
1,2066,6,2.89,17.34
1,2070,12,8.3,49.8
1,2073,4,4.95,19.8
1,2075,8,9.9,39.6
1,2076,6,2.89,17.34
1,2078,12,1.25,15.0
1,2079,12,1.25,15.0
1,2082,8,4.15,33.2
1,2083,12,8.3,49.800000000000004
1,2084,12,8.3,49.800000000000004
1,2085,12,1.25,15.0
1,2086,12,1.25,15.0
1,2088,12,1.25,15.0
1,2089,12,1.25,15.0
1,2103,8,0.85,6.8
1,2104,8,0.85,6.8
1,2105,8,0.85,6.8
1,2106,8,0.85,6.8
1,2107,8,1.25,10.0
1,2108,16,2.5,20.0
1,2109,8,1.25,10.0
1,2110,8,1.25,10.0
1,2111,8,0.83,6.64
1,2115,16,1.65,26.4
1,2118,12,1.65,19.8
1,2119,12,1.65,19.8
1,2124,12,1.45,17.4
1,2136,6,2.49,14.94
1,2138,24,5.78,69.36
1,2163,12,1.25,15.0
1,2164,12,1.25,15.0
1,2171,24,1.66,19.92
1,2172,12,0.83,9.96
1,2185,16,1.25,20.0
1,2186,16,1.25,20.0
1,2196,4,3.75,15.0
1,2198,4,4.15,16.6
1,2199,4,4.15,16.6
1,2235,6,2.89,17.34
1,2299,10,1.95,19.5
1,2303,12,1.45,17.4
1,2351,25,0.42,10.5
1,2376,12,1.65,19.8
1,2500,8,1.45,11.6
1,2501,12,1.49,17.88
1,2503,10,18.45,87.9
1,2556,2,16.95,33.9
1,2593,8,4.95,39.6
1,2594,16,4.95,79.2
1,2605,3,5.45,16.35
1,2606,6,5.45,32.7
1,2613,24,2.1,50.400000000000006
1,2621,2,7.95,15.9
1,2623,2,7.95,15.9
1,2678,9,1.45,13.05
1,2704,24,0.79,18.96
1,2769,4,13.9,27.8
1,2841,12,2.1,25.200000000000003
